,cuneus-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh
cuneus-lh,0.1201923076923077,0.125,0.12980769230769232,0.125,0.125,0.125,0.125,0.125
frontalpole-rh,0.1201923076923077,0.125,0.12980769230769232,0.125,0.125,0.125,0.125,0.125
isthmuscingulate-rh,0.11979166666666667,0.125,0.13020833333333334,0.125,0.125,0.125,0.125,0.125
lateraloccipital-rh,0.12,0.125,0.13,0.125,0.125,0.125,0.125,0.125
lingual-rh,0.12,0.125,0.13,0.125,0.125,0.125,0.125,0.125
pericalcarine-lh,0.1201923076923077,0.125,0.12980769230769232,0.125,0.125,0.125,0.125,0.125
pericalcarine-rh,0.12,0.125,0.13,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-lh,0.12,0.125,0.13,0.125,0.125,0.125,0.125,0.125
