,P3,Oz,O2,CP3,P1,P5,PO3,PO4
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.24752475247524752,0.24752475247524752,0.24752475247524752,0.25742574257425743,0.0
P1,0.0,0.0,0.0,0.24752475247524752,0.24752475247524752,0.24752475247524752,0.25742574257425743,0.0
P5,0.0,0.0,0.0,0.24742268041237114,0.24742268041237114,0.24742268041237114,0.25773195876288657,0.0
PO3,0.0,0.0,0.0,0.24752475247524752,0.24752475247524752,0.24752475247524752,0.25742574257425743,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
