,entorhinal-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
entorhinal-lh,0.375,0.0,0.4,0.225,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.30434782608695654,0.0,0.0,0.0,0.2391304347826087,0.21739130434782608,0.2391304347826087
fusiform-lh,0.3076923076923077,0.0,0.38461538461538464,0.3076923076923077,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.1724137931034483,0.0,0.27586206896551724,0.5517241379310345,0.0,0.0,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.24074074074074073,0.0,0.0,0.0,0.25925925925925924,0.24074074074074073,0.25925925925925924
rostralanteriorcingulate-rh,0.0,0.21428571428571427,0.0,0.0,0.0,0.26785714285714285,0.25,0.26785714285714285
rostralmiddlefrontal-rh,0.0,0.24074074074074073,0.0,0.0,0.0,0.25925925925925924,0.24074074074074073,0.25925925925925924
