,inferiorparietal-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-lh,postcentral-rh,temporalpole-rh
inferiorparietal-lh,0.3584905660377358,0.2641509433962264,0.0,0.05660377358490566,0.05660377358490566,0.2641509433962264,0.0,0.0
isthmuscingulate-lh,0.21739130434782608,0.34782608695652173,0.0,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.0,0.0
isthmuscingulate-rh,0.0625,0.0,0.9375,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.06060606060606061,0.0,0.45454545454545453,0.48484848484848486,0.0,0.0,0.0
parahippocampal-lh,0.0,0.06060606060606061,0.0,0.45454545454545453,0.48484848484848486,0.0,0.0,0.0
pericalcarine-lh,0.2608695652173913,0.34782608695652173,0.0,0.021739130434782608,0.021739130434782608,0.34782608695652173,0.0,0.0
postcentral-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.13636363636363635
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.9285714285714286
