,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.4153846153846154,0.14615384615384616,0.0,0.08461538461538462,0.0,0.16153846153846155,0.19230769230769232,0.0
inferiorparietal-rh,0.11170212765957446,0.23404255319148937,0.0,0.18085106382978725,0.0,0.23404255319148937,0.2393617021276596,0.0
parsopercularis-lh,0.0,0.0,0.3404255319148936,0.0,0.31382978723404253,0.0,0.0,0.34574468085106386
postcentral-lh,0.08843537414965986,0.21768707482993196,0.0,0.24489795918367346,0.0,0.2108843537414966,0.23809523809523808,0.0
precentral-lh,0.0,0.0,0.32044198895027626,0.0,0.3370165745856354,0.0,0.0,0.3425414364640884
superiorparietal-lh,0.11330049261083744,0.22167487684729065,0.0,0.1625615763546798,0.0,0.2561576354679803,0.24630541871921183,0.0
superiorparietal-rh,0.13170731707317074,0.2097560975609756,0.0,0.18048780487804877,0.0,0.22439024390243903,0.25365853658536586,0.0
superiortemporal-lh,0.0,0.0,0.32989690721649484,0.0,0.31958762886597936,0.0,0.0,0.35051546391752575
