,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.38636363636363635,0.0,0.21022727272727273,0.0,0.0,0.24431818181818182,0.1590909090909091,0.0
parsopercularis-lh,0.0,0.2857142857142857,0.0,0.20276497695852536,0.24423963133640553,0.0,0.0,0.2672811059907834
postcentral-rh,0.2785714285714286,0.0,0.2857142857142857,0.0,0.0,0.2357142857142857,0.2,0.0
precentral-lh,0.0,0.21761658031088082,0.0,0.32124352331606215,0.17098445595854922,0.0,0.06217616580310881,0.22797927461139897
rostralmiddlefrontal-lh,0.0,0.2663316582914573,0.0,0.17587939698492464,0.31155778894472363,0.0,0.0,0.24623115577889448
superiorfrontal-rh,0.2937062937062937,0.0,0.2097902097902098,0.0,0.0,0.3006993006993007,0.1958041958041958,0.0
superiorparietal-rh,0.20863309352517986,0.0,0.19424460431654678,0.08633093525179857,0.0,0.20863309352517986,0.302158273381295,0.0
superiortemporal-lh,0.0,0.27053140096618356,0.0,0.2222222222222222,0.22705314009661837,0.0,0.0,0.28019323671497587
