,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.4444444444444444,0.16666666666666666,0.0,0.0,0.0,0.2037037037037037,0.18518518518518517,0.0
inferiorparietal-rh,0.1267605633802817,0.2887323943661972,0.0,0.0,0.0,0.29577464788732394,0.2887323943661972,0.0
parsopercularis-lh,0.0,0.0,0.2595419847328244,0.22137404580152673,0.2595419847328244,0.0,0.0,0.2595419847328244
precentral-lh,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25
rostralmiddlefrontal-lh,0.0,0.0,0.2595419847328244,0.22137404580152673,0.2595419847328244,0.0,0.0,0.2595419847328244
superiorparietal-lh,0.13253012048192772,0.25903614457831325,0.0,0.0,0.0,0.3192771084337349,0.2891566265060241,0.0
superiorparietal-rh,0.13245033112582782,0.26490066225165565,0.0,0.0,0.0,0.2980132450331126,0.304635761589404,0.0
superiortemporal-lh,0.0,0.0,0.2595419847328244,0.22137404580152673,0.2595419847328244,0.0,0.0,0.2595419847328244
