,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
postcentral-lh,0.47619047619047616,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.16666666666666666,0.07142857142857142,0.07142857142857142
postcentral-rh,0.034482758620689655,0.3275862068965517,0.25862068965517243,0.0,0.1896551724137931,0.0,0.08620689655172414,0.10344827586206896
superiorfrontal-rh,0.03636363636363636,0.2909090909090909,0.2727272727272727,0.0,0.2,0.0,0.09090909090909091,0.10909090909090909
superiorparietal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiorparietal-rh,0.041666666666666664,0.25,0.25,0.0,0.22916666666666666,0.0,0.10416666666666667,0.125
superiortemporal-lh,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0
superiortemporal-rh,0.06451612903225806,0.1935483870967742,0.1935483870967742,0.0,0.1935483870967742,0.0,0.16129032258064516,0.1935483870967742
supramarginal-lh,0.058823529411764705,0.20588235294117646,0.20588235294117646,0.0,0.20588235294117646,0.0,0.14705882352941177,0.17647058823529413
