,fusiform-rh,inferiortemporal-rh,insula-lh,lingual-lh,paracentral-lh,paracentral-rh,parahippocampal-lh,parahippocampal-rh
fusiform-rh,0.42424242424242425,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.30303030303030304
inferiortemporal-rh,0.23387096774193547,0.41935483870967744,0.0,0.0,0.0,0.0,0.10483870967741936,0.24193548387096775
insula-lh,0.0,0.0,0.3237704918032787,0.20081967213114754,0.040983606557377046,0.21311475409836064,0.16393442622950818,0.05737704918032787
lingual-lh,0.0,0.0,0.24878048780487805,0.3804878048780488,0.0,0.12195121951219512,0.1902439024390244,0.05853658536585366
paracentral-lh,0.0,0.0,0.10526315789473684,0.0,0.5921052631578947,0.3026315789473684,0.0,0.0
paracentral-rh,0.0,0.0,0.25396825396825395,0.1111111111111111,0.13227513227513227,0.4497354497354497,0.05291005291005291,0.0
parahippocampal-lh,0.0,0.0502283105022831,0.2009132420091324,0.1963470319634703,0.0,0.0593607305936073,0.3424657534246575,0.1506849315068493
parahippocampal-rh,0.1497326203208556,0.13903743315508021,0.0962566844919786,0.0748663101604278,0.0,0.0,0.18716577540106952,0.35294117647058826
