,entorhinal-rh,frontalpole-rh,insula-rh,lateraloccipital-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.4836272040302267,0.0,0.24433249370277077,0.2518891687657431,0.020151133501259445,0.0,0.0,0.0
frontalpole-rh,0.0,0.5803571428571429,0.0,0.0,0.0,0.41964285714285715,0.0,0.0
insula-rh,0.31666666666666665,0.0,0.57,0.09,0.0,0.023333333333333334,0.0,0.0
lateraloccipital-lh,0.22105263157894736,0.0,0.06526315789473684,0.5094736842105263,0.16631578947368422,0.0,0.037894736842105266,0.0
parsorbitalis-rh,0.028985507246376812,0.0,0.0,0.25217391304347825,0.5101449275362319,0.0,0.20869565217391303,0.0
rostralanteriorcingulate-rh,0.0,0.35656836461126007,0.024128686327077747,0.0,0.0,0.6193029490616622,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.08695652173913043,0.30039525691699603,0.0,0.6126482213438735,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
