,bankssts-lh,fusiform-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.3194444444444444,0.0,0.19444444444444445,0.0,0.03009259259259259,0.25,0.20601851851851852
insula-lh,0.0,0.0,0.5838509316770186,0.0,0.2795031055900621,0.13664596273291926,0.0,0.0
isthmuscingulate-rh,0.0,0.2079207920792079,0.0,0.34405940594059403,0.0,0.03217821782178218,0.21287128712871287,0.20297029702970298
lateralorbitofrontal-lh,0.0,0.0,0.21882951653944022,0.0,0.5318066157760815,0.24936386768447838,0.0,0.0
medialorbitofrontal-lh,0.0,0.03672316384180791,0.11299435028248588,0.03672316384180791,0.2598870056497175,0.480225988700565,0.03672316384180791,0.03672316384180791
parahippocampal-rh,0.0,0.2576112412177986,0.0,0.19672131147540983,0.0,0.03044496487119438,0.2857142857142857,0.22950819672131148
pericalcarine-rh,0.0,0.22531645569620254,0.0,0.19746835443037974,0.0,0.03291139240506329,0.2430379746835443,0.3012658227848101
