,F3,T8,FC6,FC2,TP7,FC4,AF4,FCz
F3,0.23423423423423423,0.07882882882882883,0.18018018018018017,0.12837837837837837,0.0,0.0,0.16666666666666666,0.21171171171171171
T8,0.1674641148325359,0.16267942583732056,0.1674641148325359,0.1674641148325359,0.0,0.0,0.1674641148325359,0.1674641148325359
FC6,0.2,0.08641975308641975,0.19506172839506172,0.14074074074074075,0.0,0.0,0.18271604938271604,0.19506172839506172
FC2,0.18037974683544303,0.10443037974683544,0.18037974683544303,0.17405063291139242,0.0,0.0,0.18037974683544303,0.18037974683544303
TP7,0.0,0.0,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.175,0.825,0.0,0.0
AF4,0.19170984455958548,0.09067357512953368,0.19170984455958548,0.14766839378238342,0.0,0.0,0.18652849740932642,0.19170984455958548
FCz,0.21904761904761905,0.08095238095238096,0.17857142857142858,0.1357142857142857,0.0,0.0,0.16904761904761906,0.21666666666666667
