,Fz,F3,FC1,FC6,FC2,F1,F5,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.3274336283185841,0.0,0.336283185840708,0.336283185840708,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.20540540540540542,0.0,0.40540540540540543,0.3891891891891892,0.0,0.0,0.0
FC2,0.0,0.20786516853932585,0.0,0.398876404494382,0.39325842696629215,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.5217391304347826,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.24,0.76,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
