,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh
frontalpole-lh,0.8705882352941177,0.12941176470588237,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.12371134020618557,0.7010309278350515,0.0,0.0,0.17525773195876287,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.014814814814814815,0.48148148148148145,0.2814814814814815,0.02962962962962963,0.1111111111111111,0.05185185185185185,0.02962962962962963
lingual-rh,0.0,0.0,0.3008849557522124,0.3805309734513274,0.0,0.21238938053097345,0.10619469026548672,0.0
parahippocampal-lh,0.0,0.1875,0.025,0.0,0.5625,0.0,0.0,0.225
parahippocampal-rh,0.0,0.0,0.09090909090909091,0.1652892561983471,0.0,0.5041322314049587,0.2396694214876033,0.0
pericalcarine-rh,0.0,0.0,0.04424778761061947,0.08849557522123894,0.0,0.23893805309734514,0.6283185840707964,0.0
temporalpole-rh,0.0,0.0,0.029411764705882353,0.0,0.27941176470588236,0.0,0.0,0.6911764705882353
