,FT10,FC6,F8,Fp2,AF7,C5,C6,F2
FT10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.1875,0.0,0.1875,0.25,0.125,0.25,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.19047619047619047,0.0,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.0
AF7,0.0,0.12121212121212122,0.0,0.12121212121212122,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.0
C5,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.0
C6,0.0,0.12121212121212122,0.0,0.12121212121212122,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
