,FT9,P8,C4,F8,Fp2,AF7,AF8,AF4
FT9,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454
P8,0.0,0.29411764705882354,0.09803921568627451,0.13725490196078433,0.21568627450980393,0.09803921568627451,0.1568627450980392,0.0
C4,0.0,0.23076923076923078,0.19230769230769232,0.07692307692307693,0.19230769230769232,0.19230769230769232,0.11538461538461539,0.0
F8,0.0,0.2,0.0,0.24,0.24,0.04,0.28,0.0
Fp2,0.0,0.21951219512195122,0.07317073170731707,0.17073170731707318,0.21951219512195122,0.0975609756097561,0.21951219512195122,0.0
AF7,0.0,0.20833333333333334,0.125,0.125,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.0
AF8,0.0,0.1935483870967742,0.03225806451612903,0.22580645161290322,0.22580645161290322,0.06451612903225806,0.25806451612903225,0.0
AF4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75
