,bankssts-lh,frontalpole-rh,inferiortemporal-lh,insula-lh,middletemporal-lh,parahippocampal-lh,temporalpole-rh,transversetemporal-rh
bankssts-lh,0.9054054054054054,0.0,0.0,0.02702702702702703,0.013513513513513514,0.05405405405405406,0.0,0.0
frontalpole-rh,0.0,0.8163265306122449,0.0,0.0,0.0,0.0,0.1836734693877551,0.0
inferiortemporal-lh,0.0,0.0,0.8518518518518519,0.009259259259259259,0.08333333333333333,0.05555555555555555,0.0,0.0
insula-lh,0.047058823529411764,0.0,0.0,0.9529411764705882,0.0,0.0,0.0,0.0
middletemporal-lh,0.0,0.0,0.08666666666666667,0.0,0.52,0.3933333333333333,0.0,0.0
parahippocampal-lh,0.012345679012345678,0.0,0.07407407407407407,0.0,0.36419753086419754,0.5493827160493827,0.0,0.0
temporalpole-rh,0.0,0.2127659574468085,0.0,0.0,0.0,0.0,0.7872340425531915,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
