,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.6968503937007874,0.0,0.1968503937007874,0.1062992125984252,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6585365853658537,0.22439024390243903,0.014634146341463415,0.0,0.0,0.0,0.1024390243902439
medialorbitofrontal-lh,0.1099476439790576,0.1256544502617801,0.5026178010471204,0.05235602094240838,0.0,0.07329842931937172,0.07068062827225131,0.06544502617801047
medialorbitofrontal-rh,0.07936507936507936,0.022222222222222223,0.06349206349206349,0.43492063492063493,0.0,0.14603174603174604,0.21904761904761905,0.03492063492063492
parahippocampal-lh,0.0,0.0,0.0,0.0,0.9134615384615384,0.0625,0.0,0.02403846153846154
rostralanteriorcingulate-lh,0.0,0.0,0.0687960687960688,0.12285012285012285,0.029484029484029485,0.4594594594594595,0.3194103194103194,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.05896805896805897,0.16953316953316952,0.0,0.29484029484029484,0.47665847665847666,0.0
temporalpole-rh,0.0,0.10256410256410256,0.11538461538461539,0.038461538461538464,0.01282051282051282,0.0,0.0,0.7307692307692307
