,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,parsorbitalis-rh,superiortemporal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.4,0.0,0.26666666666666666,0.16,0.0,0.17333333333333334,0.0,0.0
insula-rh,0.0,0.4782608695652174,0.021739130434782608,0.0,0.2826086956521739,0.0,0.0,0.21739130434782608
lateralorbitofrontal-rh,0.11888111888111888,0.04195804195804196,0.43356643356643354,0.15384615384615385,0.027972027972027972,0.09090909090909091,0.013986013986013986,0.11888111888111888
parsorbitalis-rh,0.05128205128205128,0.02564102564102564,0.11965811965811966,0.5128205128205128,0.0,0.23076923076923078,0.0,0.05982905982905983
superiortemporal-rh,0.0,0.16,0.08,0.0,0.57,0.0,0.12,0.07
temporalpole-lh,0.08433734939759036,0.0,0.0963855421686747,0.3132530120481928,0.0,0.5060240963855421,0.0,0.0
temporalpole-rh,0.0,0.0196078431372549,0.11764705882352941,0.0,0.13725490196078433,0.0,0.6470588235294118,0.0784313725490196
transversetemporal-rh,0.0,0.19402985074626866,0.11194029850746269,0.05970149253731343,0.08208955223880597,0.0,0.0,0.5522388059701493
