,frontalpole-rh,inferiorparietal-rh,lateraloccipital-rh,parahippocampal-rh,parsorbitalis-rh,pericalcarine-rh,precuneus-rh,temporalpole-rh
frontalpole-rh,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2
inferiorparietal-rh,0.0,0.7307692307692307,0.19230769230769232,0.0,0.0,0.07692307692307693,0.0,0.0
lateraloccipital-rh,0.0,0.15789473684210525,0.631578947368421,0.0,0.0,0.0,0.21052631578947367,0.0
parahippocampal-rh,0.0,0.0,0.0,0.5416666666666666,0.08333333333333333,0.25,0.0,0.125
parsorbitalis-rh,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,0.0,0.0,0.4
pericalcarine-rh,0.0,0.19230769230769232,0.0,0.15384615384615385,0.0,0.6538461538461539,0.0,0.0
precuneus-rh,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
temporalpole-rh,0.0967741935483871,0.0,0.0,0.16129032258064516,0.3225806451612903,0.0,0.0,0.41935483870967744
