,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh
caudalmiddlefrontal-rh,0.3416666666666667,0.041666666666666664,0.11666666666666667,0.16666666666666666,0.0,0.2,0.058333333333333334,0.075
parsopercularis-lh,0.06666666666666667,0.23333333333333334,0.24444444444444444,0.044444444444444446,0.0,0.2111111111111111,0.022222222222222223,0.17777777777777778
rostralmiddlefrontal-lh,0.11678832116788321,0.15328467153284672,0.2773722627737226,0.10218978102189781,0.0,0.1897810218978102,0.014598540145985401,0.145985401459854
rostralmiddlefrontal-rh,0.1774193548387097,0.04032258064516129,0.11290322580645161,0.3387096774193548,0.056451612903225805,0.12903225806451613,0.024193548387096774,0.12096774193548387
superiorfrontal-lh,0.0,0.0,0.0,0.2,0.6333333333333333,0.13333333333333333,0.03333333333333333,0.0
superiorfrontal-rh,0.13297872340425532,0.10106382978723404,0.14361702127659576,0.09042553191489362,0.026595744680851064,0.2553191489361702,0.0851063829787234,0.16489361702127658
superiorparietal-lh,0.07777777777777778,0.03333333333333333,0.03333333333333333,0.05555555555555555,0.022222222222222223,0.18888888888888888,0.43333333333333335,0.15555555555555556
superiortemporal-lh,0.05421686746987952,0.0963855421686747,0.13253012048192772,0.09036144578313253,0.0,0.18072289156626506,0.09036144578313253,0.35542168674698793
