,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.171875,0.18229166666666666,0.17708333333333334,0.09375,0.005208333333333333,0.09895833333333333,0.09895833333333333,0.171875
caudalmiddlefrontal-rh,0.16923076923076924,0.1794871794871795,0.1794871794871795,0.09230769230769231,0.005128205128205128,0.10256410256410256,0.10256410256410256,0.16923076923076924
parsopercularis-lh,0.165,0.175,0.19,0.09,0.005,0.1,0.11,0.165
postcentral-rh,0.13846153846153847,0.14615384615384616,0.13846153846153847,0.13846153846153847,0.015384615384615385,0.14615384615384616,0.14615384615384616,0.13076923076923078
superiorparietal-rh,0.0625,0.0625,0.0,0.125,0.4375,0.0625,0.1875,0.0625
superiortemporal-lh,0.13636363636363635,0.14393939393939395,0.13636363636363635,0.13636363636363635,0.007575757575757576,0.15151515151515152,0.1590909090909091,0.12878787878787878
superiortemporal-rh,0.12949640287769784,0.1366906474820144,0.1366906474820144,0.1366906474820144,0.02158273381294964,0.14388489208633093,0.17266187050359713,0.1223021582733813
supramarginal-lh,0.1746031746031746,0.17989417989417988,0.17989417989417988,0.09523809523809523,0.005291005291005291,0.09523809523809523,0.09523809523809523,0.1746031746031746
