,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.12,0.128,0.128,0.128,0.128,0.128,0.128,0.112
parsopercularis-lh,0.11811023622047244,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.11023622047244094
parstriangularis-rh,0.1171875,0.125,0.140625,0.125,0.125,0.1328125,0.125,0.109375
postcentral-rh,0.11811023622047244,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.11023622047244094
rostralmiddlefrontal-lh,0.11811023622047244,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.11023622047244094
rostralmiddlefrontal-rh,0.1171875,0.125,0.140625,0.125,0.125,0.1328125,0.125,0.109375
superiortemporal-lh,0.11811023622047244,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.12598425196850394,0.13385826771653545,0.12598425196850394,0.11023622047244094
supramarginal-lh,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.11764705882352941
