,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.1651376146788991,0.06422018348623854,0.11009174311926606,0.12844036697247707,0.11926605504587157,0.1559633027522936,0.11926605504587157,0.13761467889908258
parsopercularis-lh,0.08108108108108109,0.1981981981981982,0.15315315315315314,0.11711711711711711,0.11711711711711711,0.07207207207207207,0.15315315315315314,0.10810810810810811
parstriangularis-rh,0.10294117647058823,0.11029411764705882,0.14705882352941177,0.1323529411764706,0.1323529411764706,0.09558823529411764,0.15441176470588236,0.125
postcentral-rh,0.12403100775193798,0.08527131782945736,0.12403100775193798,0.13953488372093023,0.13178294573643412,0.11627906976744186,0.13178294573643412,0.14728682170542637
rostralmiddlefrontal-rh,0.11904761904761904,0.0873015873015873,0.12698412698412698,0.14285714285714285,0.1349206349206349,0.1111111111111111,0.1349206349206349,0.14285714285714285
superiorparietal-rh,0.16831683168316833,0.0594059405940594,0.10891089108910891,0.12871287128712872,0.1188118811881188,0.15841584158415842,0.1188118811881188,0.13861386138613863
superiortemporal-lh,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.1357142857142857,0.12857142857142856,0.1,0.15,0.12857142857142856
superiortemporal-rh,0.136,0.08,0.12,0.136,0.128,0.128,0.128,0.144
