,fusiform-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,transversetemporal-rh
fusiform-rh,0.19402985074626866,0.16417910447761194,0.13681592039800994,0.1044776119402985,0.12189054726368159,0.029850746268656716,0.13930348258706468,0.10945273631840796
inferiortemporal-rh,0.15308641975308643,0.1728395061728395,0.12345679012345678,0.10864197530864197,0.10617283950617284,0.04938271604938271,0.1580246913580247,0.12839506172839507
insula-rh,0.12701612903225806,0.12701612903225806,0.1532258064516129,0.1350806451612903,0.12903225806451613,0.046370967741935484,0.14919354838709678,0.13306451612903225
isthmuscingulate-rh,0.11160714285714286,0.11383928571428571,0.13616071428571427,0.15848214285714285,0.13839285714285715,0.046875,0.14955357142857142,0.14508928571428573
lateralorbitofrontal-rh,0.1548223350253807,0.12436548223350254,0.13705583756345177,0.13705583756345177,0.1649746192893401,0.02284263959390863,0.13705583756345177,0.1218274111675127
parahippocampal-lh,0.06857142857142857,0.11428571428571428,0.12571428571428572,0.16,0.07428571428571429,0.14285714285714285,0.15428571428571428,0.16
parahippocampal-rh,0.13043478260869565,0.14078674948240166,0.12629399585921325,0.12836438923395446,0.11387163561076605,0.047619047619047616,0.16356107660455488,0.14906832298136646
transversetemporal-rh,0.11353711790393013,0.12445414847161572,0.12882096069868995,0.14192139737991266,0.11353711790393013,0.05240174672489083,0.16375545851528384,0.1615720524017467
