,bankssts-lh,caudalmiddlefrontal-rh,entorhinal-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.0,0.1910828025477707,0.17834394904458598,0.1910828025477707,0.07006369426751592,0.17834394904458598,0.1910828025477707
fusiform-lh,0.0,0.0,0.19161676646706588,0.17964071856287425,0.19161676646706588,0.0658682634730539,0.17964071856287425,0.19161676646706588
inferiortemporal-lh,0.0,0.0,0.19186046511627908,0.18023255813953487,0.19186046511627908,0.06395348837209303,0.18023255813953487,0.19186046511627908
isthmuscingulate-rh,0.0,0.0,0.16363636363636364,0.16363636363636364,0.16363636363636364,0.18181818181818182,0.16363636363636364,0.16363636363636364
lingual-lh,0.0,0.0,0.19161676646706588,0.17964071856287425,0.19161676646706588,0.0658682634730539,0.17964071856287425,0.19161676646706588
parahippocampal-lh,0.0,0.0,0.19161676646706588,0.17964071856287425,0.19161676646706588,0.0658682634730539,0.17964071856287425,0.19161676646706588
