,entorhinal-rh,fusiform-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.18532818532818532,0.07335907335907337,0.15057915057915058,0.15057915057915058,0.09266409266409266,0.11969111969111969,0.07722007722007722,0.15057915057915058
fusiform-rh,0.07342657342657342,0.2202797202797203,0.16083916083916083,0.10839160839160839,0.08391608391608392,0.17832167832167833,0.11538461538461539,0.05944055944055944
inferiortemporal-rh,0.12380952380952381,0.13968253968253969,0.1873015873015873,0.12063492063492064,0.06666666666666667,0.1746031746031746,0.09841269841269841,0.08888888888888889
insula-rh,0.13636363636363635,0.07467532467532467,0.11363636363636363,0.18506493506493507,0.11363636363636363,0.1038961038961039,0.10064935064935066,0.17207792207792208
lateralorbitofrontal-rh,0.0975609756097561,0.06829268292682927,0.06341463414634146,0.15121951219512195,0.2634146341463415,0.06341463414634146,0.1024390243902439,0.1902439024390244
parahippocampal-rh,0.10819672131147541,0.16065573770491803,0.17049180327868851,0.1180327868852459,0.07540983606557378,0.18360655737704917,0.10163934426229508,0.08196721311475409
temporalpole-rh,0.1171875,0.109375,0.125,0.16015625,0.08984375,0.12109375,0.16796875,0.109375
transversetemporal-rh,0.15416666666666667,0.041666666666666664,0.1,0.175,0.14166666666666666,0.0875,0.07083333333333333,0.22916666666666666
