,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.125,0.13392857142857142,0.07142857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142
caudalmiddlefrontal-rh,0.112,0.136,0.064,0.136,0.128,0.144,0.136,0.144
parstriangularis-rh,0.1267605633802817,0.1267605633802817,0.11267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817
precentral-rh,0.112,0.136,0.064,0.136,0.128,0.144,0.136,0.144
rostralmiddlefrontal-lh,0.11382113821138211,0.13821138211382114,0.06504065040650407,0.13821138211382114,0.13008130081300814,0.13821138211382114,0.13821138211382114,0.13821138211382114
rostralmiddlefrontal-rh,0.112,0.136,0.064,0.136,0.128,0.144,0.136,0.144
superiortemporal-lh,0.112,0.136,0.064,0.136,0.128,0.144,0.136,0.144
supramarginal-rh,0.112,0.136,0.064,0.136,0.128,0.144,0.136,0.144
