,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
caudalmiddlefrontal-rh,0.03333333333333333,0.1,0.13333333333333333,0.1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.13333333333333333
postcentral-rh,0.027777777777777776,0.08333333333333333,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.19444444444444445,0.19444444444444445,0.1111111111111111
precentral-rh,0.03333333333333333,0.1,0.13333333333333333,0.1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.13333333333333333
rostralmiddlefrontal-lh,0.02040816326530612,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.24489795918367346,0.14285714285714285,0.24489795918367346,0.12244897959183673
rostralmiddlefrontal-rh,0.025,0.075,0.125,0.075,0.175,0.2,0.2,0.125
superiortemporal-lh,0.02,0.06,0.1,0.06,0.24,0.16,0.24,0.12
supramarginal-rh,0.02631578947368421,0.07894736842105263,0.10526315789473684,0.07894736842105263,0.21052631578947367,0.13157894736842105,0.21052631578947367,0.15789473684210525
