,Fp1,TP10,T8,AFz,F1,FC3,AF8,AF4
Fp1,0.3888888888888889,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.4444444444444444
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AFz,0.36363636363636365,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.36363636363636365
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
AF4,0.3888888888888889,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.4444444444444444
