,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.5257731958762887,0.1134020618556701,0.1134020618556701,0.020618556701030927,0.07216494845360824,0.09278350515463918,0.0,0.061855670103092786
inferiorparietal-rh,0.10101010101010101,0.5252525252525253,0.13131313131313133,0.020202020202020204,0.0707070707070707,0.09090909090909091,0.0,0.06060606060606061
parsopercularis-lh,0.16393442622950818,0.22950819672131148,0.21311475409836064,0.03278688524590164,0.11475409836065574,0.14754098360655737,0.0,0.09836065573770492
postcentral-rh,0.15,0.15,0.15,0.1,0.15,0.15,0.0,0.15
superiorparietal-rh,0.1702127659574468,0.1702127659574468,0.1702127659574468,0.0425531914893617,0.14893617021276595,0.1702127659574468,0.0,0.1276595744680851
superiortemporal-lh,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.037037037037037035,0.12962962962962962,0.16666666666666666,0.0,0.1111111111111111
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-rh,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.046511627906976744,0.16279069767441862,0.16279069767441862,0.0,0.13953488372093023
