,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.20610687022900764,0.035623409669211195,0.13486005089058525,0.12213740458015267,0.17557251908396945,0.2035623409669211,0.10178117048346055,0.020356234096692113
parsopercularis-lh,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.13043478260869565,0.14130434782608695,0.021739130434782608
parstriangularis-rh,0.1640378548895899,0.04416403785488959,0.1640378548895899,0.15141955835962145,0.1640378548895899,0.1608832807570978,0.12618296529968454,0.025236593059936908
rostralmiddlefrontal-rh,0.15878378378378377,0.0472972972972973,0.15878378378378377,0.15878378378378377,0.15878378378378377,0.1554054054054054,0.13513513513513514,0.02702702702702703
superiorfrontal-lh,0.18579234972677597,0.03825136612021858,0.1448087431693989,0.13114754098360656,0.18579234972677597,0.1830601092896175,0.1092896174863388,0.02185792349726776
superiorparietal-lh,0.205,0.035,0.1325,0.12,0.1725,0.215,0.1,0.02
superiortemporal-lh,0.15234375,0.0546875,0.15234375,0.15234375,0.15234375,0.1484375,0.15625,0.03125
supramarginal-lh,0.09302325581395349,0.046511627906976744,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.3953488372093023
