,entorhinal-lh,insula-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-lh
entorhinal-lh,0.46511627906976744,0.09302325581395349,0.0,0.0,0.4418604651162791,0.0,0.0,0.0
insula-lh,0.046511627906976744,0.4883720930232558,0.4418604651162791,0.0,0.023255813953488372,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.6857142857142857,0.0,0.0,0.3142857142857143,0.0
medialorbitofrontal-lh,0.47619047619047616,0.07142857142857142,0.0,0.0,0.4523809523809524,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.32142857142857145,0.0,0.0,0.6785714285714286,0.0
transversetemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
