,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.13178294573643412,0.12403100775193798,0.12403100775193798,0.13178294573643412,0.13953488372093023,0.13953488372093023,0.06976744186046512,0.13953488372093023
parstriangularis-rh,0.12931034482758622,0.12931034482758622,0.1206896551724138,0.12931034482758622,0.13793103448275862,0.13793103448275862,0.07758620689655173,0.13793103448275862
postcentral-rh,0.13333333333333333,0.13333333333333333,0.125,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.075,0.13333333333333333
precentral-rh,0.13008130081300814,0.13008130081300814,0.12195121951219512,0.13008130081300814,0.13821138211382114,0.13821138211382114,0.07317073170731707,0.13821138211382114
rostralmiddlefrontal-rh,0.13076923076923078,0.12307692307692308,0.12307692307692308,0.13076923076923078,0.13846153846153847,0.14615384615384616,0.06923076923076923,0.13846153846153847
superiorparietal-rh,0.1323529411764706,0.11764705882352941,0.11764705882352941,0.125,0.13970588235294118,0.15441176470588236,0.0661764705882353,0.14705882352941177
superiortemporal-lh,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.11267605633802817,0.1267605633802817
superiortemporal-rh,0.13432835820895522,0.11940298507462686,0.11940298507462686,0.12686567164179105,0.1417910447761194,0.14925373134328357,0.06716417910447761,0.1417910447761194
