,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.044596912521440824,0.025728987993138937,0.0,0.024013722126929673,0.029159519725557463,0.04631217838765009,0.017152658662092625,0.0,0.048027444253859346,0.0,0.018867924528301886,0.024013722126929673,0.0,0.024013722126929673,0.02058319039451115,0.018867924528301886,0.029159519725557463,0.044596912521440824,0.022298456260720412,0.030874785591766724,0.0,0.0,0.048027444253859346,0.024013722126929673,0.010291595197255575,0.048027444253859346,0.0274442538593482,0.048027444253859346,0.030874785591766724,0.0137221269296741,0.0,0.0,0.0,0.0,0.017152658662092625,0.0,0.0,0.0,0.015437392795883362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015437392795883362,0.044596912521440824,0.0,0.0,0.0,0.048027444253859346,0.0,0.029159519725557463,0.0,0.0,0.022298456260720412,0.0,0.0,0.044596912521440824,0.044596912521440824
F3,0.03524229074889868,0.03303964757709251,0.0,0.030837004405286344,0.03524229074889868,0.03524229074889868,0.022026431718061675,0.0,0.03524229074889868,0.0,0.024229074889867842,0.030837004405286344,0.0,0.030837004405286344,0.02643171806167401,0.024229074889867842,0.03524229074889868,0.03524229074889868,0.02643171806167401,0.03524229074889868,0.0,0.0,0.03524229074889868,0.030837004405286344,0.013215859030837005,0.03524229074889868,0.03524229074889868,0.03524229074889868,0.03524229074889868,0.01762114537444934,0.0,0.0,0.0,0.0,0.022026431718061675,0.0,0.0,0.0,0.019823788546255508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019823788546255508,0.03524229074889868,0.0,0.0,0.0,0.03524229074889868,0.0,0.03524229074889868,0.0,0.0,0.028634361233480177,0.0,0.0,0.03524229074889868,0.03524229074889868
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.034324942791762014,0.034324942791762014,0.0,0.032036613272311214,0.034324942791762014,0.034324942791762014,0.02288329519450801,0.0,0.034324942791762014,0.0,0.02517162471395881,0.032036613272311214,0.0,0.032036613272311214,0.02745995423340961,0.02517162471395881,0.034324942791762014,0.034324942791762014,0.02745995423340961,0.034324942791762014,0.0,0.0,0.034324942791762014,0.032036613272311214,0.013729977116704805,0.034324942791762014,0.034324942791762014,0.034324942791762014,0.034324942791762014,0.018306636155606407,0.0,0.0,0.0,0.0,0.02288329519450801,0.0,0.0,0.0,0.020594965675057208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020594965675057208,0.034324942791762014,0.0,0.0,0.0,0.034324942791762014,0.0,0.034324942791762014,0.0,0.0,0.029748283752860413,0.0,0.0,0.034324942791762014,0.034324942791762014
FC5,0.035940803382663845,0.03171247357293869,0.0,0.02959830866807611,0.035940803382663845,0.035940803382663845,0.021141649048625793,0.0,0.03805496828752643,0.0,0.023255813953488372,0.02959830866807611,0.0,0.02959830866807611,0.02536997885835095,0.023255813953488372,0.035940803382663845,0.03382663847780127,0.02536997885835095,0.03805496828752643,0.0,0.0,0.03805496828752643,0.02959830866807611,0.012684989429175475,0.03805496828752643,0.03382663847780127,0.03805496828752643,0.03805496828752643,0.016913319238900635,0.0,0.0,0.0,0.0,0.021141649048625793,0.0,0.0,0.0,0.019027484143763214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019027484143763214,0.03382663847780127,0.0,0.0,0.0,0.03805496828752643,0.0,0.035940803382663845,0.0,0.0,0.02748414376321353,0.0,0.0,0.03382663847780127,0.03382663847780127
FC1,0.0406015037593985,0.022556390977443608,0.0,0.021052631578947368,0.02556390977443609,0.05413533834586466,0.015037593984962405,0.0,0.04661654135338346,0.0,0.016541353383458645,0.021052631578947368,0.0,0.021052631578947368,0.01804511278195489,0.016541353383458645,0.02556390977443609,0.05112781954887218,0.02406015037593985,0.02706766917293233,0.0,0.0,0.05413533834586466,0.021052631578947368,0.009022556390977444,0.055639097744360905,0.02406015037593985,0.05263157894736842,0.02706766917293233,0.012030075187969926,0.0,0.0,0.0,0.0,0.015037593984962405,0.0,0.0,0.0,0.013533834586466165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013533834586466165,0.05112781954887218,0.0,0.0,0.0,0.05714285714285714,0.0,0.02556390977443609,0.0,0.0,0.019548872180451128,0.0,0.0,0.05263157894736842,0.04962406015037594
C3,0.03151862464183381,0.03151862464183381,0.0,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.02865329512893983,0.0,0.03151862464183381,0.0,0.03151862464183381,0.03151862464183381,0.0,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.0,0.0,0.03151862464183381,0.03151862464183381,0.017191977077363897,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.03151862464183381,0.022922636103151862,0.0,0.0,0.0,0.0,0.02865329512893983,0.0,0.0,0.0,0.025787965616045846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025787965616045846,0.03151862464183381,0.0,0.0,0.0,0.03151862464183381,0.0,0.03151862464183381,0.0,0.0,0.03151862464183381,0.0,0.0,0.03151862464183381,0.03151862464183381
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.04220779220779221,0.024350649350649352,0.0,0.022727272727272728,0.027597402597402596,0.048701298701298704,0.016233766233766232,0.0,0.05032467532467533,0.0,0.017857142857142856,0.022727272727272728,0.0,0.022727272727272728,0.01948051948051948,0.017857142857142856,0.027597402597402596,0.04707792207792208,0.021103896103896104,0.02922077922077922,0.0,0.0,0.05357142857142857,0.022727272727272728,0.00974025974025974,0.05194805194805195,0.025974025974025976,0.05194805194805195,0.02922077922077922,0.012987012987012988,0.0,0.0,0.0,0.0,0.016233766233766232,0.0,0.0,0.0,0.01461038961038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01461038961038961,0.04707792207792208,0.0,0.0,0.0,0.05032467532467533,0.0,0.027597402597402596,0.0,0.0,0.021103896103896104,0.0,0.0,0.04707792207792208,0.045454545454545456
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
