,inferiortemporal-rh,paracentral-lh,paracentral-rh,parahippocampal-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,superiorparietal-rh,temporalpole-rh
inferiortemporal-rh,0.6991150442477876,0.0,0.0,0.21238938053097345,0.0,0.08849557522123894,0.0,0.0
paracentral-lh,0.0,0.6122448979591837,0.0,0.0,0.0,0.0,0.0,0.3877551020408163
paracentral-rh,0.0,0.0,0.575,0.0,0.425,0.0,0.0,0.0
parahippocampal-rh,0.2,0.0,0.0,0.78,0.0,0.02,0.0,0.0
posteriorcingulate-rh,0.0,0.0,0.34782608695652173,0.0,0.6521739130434783,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.08108108108108109,0.0,0.0,0.02702702702702703,0.0,0.8918918918918919,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.19540229885057472,0.0,0.0,0.0,0.0,0.0,0.8045977011494253
