,bankssts-rh,fusiform-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.811965811965812,0.0,0.0,0.0,0.0,0.0,0.0641025641025641,0.12393162393162394
fusiform-lh,0.0,0.5089285714285714,0.08333333333333333,0.3333333333333333,0.0744047619047619,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.08211143695014662,0.6070381231671554,0.093841642228739,0.07038123167155426,0.1466275659824047,0.0,0.0
parahippocampal-lh,0.0,0.3231197771587744,0.10027855153203342,0.4735376044568245,0.10306406685236769,0.0,0.0,0.0
parahippocampal-rh,0.0,0.058823529411764705,0.0896358543417367,0.09243697478991597,0.5434173669467787,0.21568627450980393,0.0,0.0
pericalcarine-rh,0.0,0.0,0.23673469387755103,0.0,0.27755102040816326,0.4857142857142857,0.0,0.0
temporalpole-rh,0.07392996108949416,0.0,0.0,0.0,0.0,0.0,0.7392996108949417,0.1867704280155642
transversetemporal-rh,0.13533834586466165,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.6541353383458647
