,bankssts-rh,cuneus-lh,cuneus-rh,frontalpole-rh,inferiortemporal-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-rh,0.5296296296296297,0.0962962962962963,0.05925925925925926,0.0,0.018518518518518517,0.04814814814814815,0.05555555555555555,0.1925925925925926
cuneus-lh,0.07655502392344497,0.5095693779904307,0.09569377990430622,0.0,0.0,0.0,0.12679425837320574,0.19138755980861244
cuneus-rh,0.062111801242236024,0.11801242236024845,0.38509316770186336,0.0,0.009316770186335404,0.0,0.15838509316770186,0.2670807453416149
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.027450980392156862,0.0,0.0196078431372549,0.0,0.5843137254901961,0.3686274509803922,0.0,0.0
parahippocampal-rh,0.04854368932038835,0.0,0.0,0.0,0.2912621359223301,0.6601941747572816,0.0,0.0
pericalcarine-lh,0.04788732394366197,0.16056338028169015,0.1323943661971831,0.0,0.0,0.0,0.39154929577464787,0.2676056338028169
pericalcarine-rh,0.12035010940919037,0.16192560175054704,0.175054704595186,0.0,0.0,0.0,0.19474835886214442,0.3479212253829322
