,F3,FC1,TP9,P4,AF7,FT7,AF8,AF4
F3,0.3939393939393939,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.24242424242424243
FC1,0.2549019607843137,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.1568627450980392
TP9,0.0,0.0,0.559322033898305,0.0,0.0,0.0,0.4406779661016949,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.5098039215686274,0.0,0.0,0.0,0.49019607843137253,0.0
AF4,0.34615384615384615,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
