,Fz,F3,FT9,FC5,AF7,AF3,FT7,AF8
Fz,0.4153846153846154,0.1076923076923077,0.06153846153846154,0.3230769230769231,0.0,0.015384615384615385,0.06153846153846154,0.015384615384615385
F3,0.32,0.28,0.0,0.32,0.0,0.04,0.0,0.04
FT9,0.044444444444444446,0.0,0.37777777777777777,0.022222222222222223,0.15555555555555556,0.0,0.4,0.0
FC5,0.38596491228070173,0.12280701754385964,0.05263157894736842,0.3508771929824561,0.0,0.017543859649122806,0.05263157894736842,0.017543859649122806
AF7,0.0,0.0,0.35,0.0,0.3,0.0,0.35,0.0
AF3,0.25,0.25,0.0,0.25,0.0,0.125,0.0,0.125
FT7,0.043478260869565216,0.0,0.3695652173913043,0.021739130434782608,0.15217391304347827,0.0,0.41304347826086957,0.0
AF8,0.25,0.25,0.0,0.25,0.0,0.125,0.0,0.125
