,FT9,TP10,T8,AF7,AF3,FT7,CP4,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.4375,0.0,0.0,0.0625,0.0,0.0,0.5
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.5,0.0,0.14285714285714285,0.35714285714285715
FT7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CP4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.25925925925925924,0.0,0.0,0.25925925925925924,0.0,0.0,0.48148148148148145
