,FT9,TP9,FT10,F4,Fp2,AF7,AFz,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.39009661835748793,0.22705314009661837,0.0,0.0,0.0,0.0,0.3828502415458937
FT10,0.0,0.24115334207077327,0.42201834862385323,0.0,0.0,0.0,0.0,0.33682830930537355
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.32574974146845914,0.26990692864529475,0.0,0.0,0.0,0.0,0.4043433298862461
