,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.12903225806451613,0.13440860215053763,0.12365591397849462,0.13440860215053763,0.12365591397849462,0.12365591397849462,0.11290322580645161,0.11827956989247312
inferiorparietal-rh,0.11707317073170732,0.14634146341463414,0.11219512195121951,0.14146341463414633,0.13170731707317074,0.11219512195121951,0.12195121951219512,0.11707317073170732
postcentral-rh,0.13043478260869565,0.13043478260869565,0.125,0.13043478260869565,0.125,0.125,0.11413043478260869,0.11956521739130435
rostralmiddlefrontal-rh,0.11707317073170732,0.14634146341463414,0.11219512195121951,0.14146341463414633,0.13170731707317074,0.11219512195121951,0.12195121951219512,0.11707317073170732
superiorfrontal-lh,0.11940298507462686,0.13432835820895522,0.11442786069651742,0.13432835820895522,0.13432835820895522,0.11442786069651742,0.12935323383084577,0.11940298507462686
superiortemporal-lh,0.13043478260869565,0.13043478260869565,0.125,0.13043478260869565,0.125,0.125,0.11413043478260869,0.11956521739130435
superiortemporal-rh,0.11224489795918367,0.12755102040816327,0.11224489795918367,0.12755102040816327,0.1326530612244898,0.11224489795918367,0.15306122448979592,0.12244897959183673
supramarginal-rh,0.11794871794871795,0.13333333333333333,0.11794871794871795,0.13333333333333333,0.13333333333333333,0.11794871794871795,0.12307692307692308,0.12307692307692308
