,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.12903225806451613,0.13440860215053763,0.12365591397849462,0.13440860215053763,0.12365591397849462,0.12365591397849462,0.11290322580645161,0.11827956989247312
inferiorparietal-rh,0.12698412698412698,0.14285714285714285,0.12169312169312169,0.13756613756613756,0.12169312169312169,0.12169312169312169,0.1111111111111111,0.1164021164021164
postcentral-rh,0.13043478260869565,0.13043478260869565,0.125,0.13043478260869565,0.125,0.125,0.11413043478260869,0.11956521739130435
rostralmiddlefrontal-rh,0.12698412698412698,0.14285714285714285,0.12169312169312169,0.13756613756613756,0.12169312169312169,0.12169312169312169,0.1111111111111111,0.1164021164021164
superiorfrontal-lh,0.13043478260869565,0.13043478260869565,0.125,0.13043478260869565,0.125,0.125,0.11413043478260869,0.11956521739130435
superiortemporal-lh,0.13043478260869565,0.13043478260869565,0.125,0.13043478260869565,0.125,0.125,0.11413043478260869,0.11956521739130435
superiortemporal-rh,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12,0.12571428571428572
supramarginal-rh,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.1270718232044199,0.11602209944751381,0.12154696132596685
