,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.39571150097465885,0.3216374269005848,0.0,0.0,0.0,0.15009746588693956,0.13255360623781676,0.0
frontalpole-rh,0.30139372822299654,0.3519163763066202,0.0,0.0,0.0,0.16376306620209058,0.18292682926829268,0.0
fusiform-lh,0.0,0.0,0.9339622641509434,0.0660377358490566,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.03597122302158273,0.9640287769784173,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0,0.0,0.7457627118644068,0.12203389830508475,0.0,0.13220338983050847
medialorbitofrontal-rh,0.1580952380952381,0.18285714285714286,0.0,0.0,0.05714285714285714,0.3904761904761905,0.15047619047619049,0.06095238095238095
rostralanteriorcingulate-rh,0.18095238095238095,0.26904761904761904,0.0,0.0,0.0,0.20238095238095238,0.3476190476190476,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.1506276150627615,0.1506276150627615,0.0,0.698744769874477
