,cuneus-lh,entorhinal-lh,frontalpole-rh,fusiform-lh,lateralorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-lh,0.6481481481481481,0.0,0.26851851851851855,0.0,0.08333333333333333,0.0,0.0,0.0
entorhinal-lh,0.0,0.568,0.0,0.2,0.0,0.144,0.088,0.0
frontalpole-rh,0.2967032967032967,0.0,0.7032967032967034,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.21296296296296297,0.0,0.37962962962962965,0.06481481481481481,0.09259259259259259,0.25,0.0
lateralorbitofrontal-lh,0.09734513274336283,0.0,0.008849557522123894,0.02654867256637168,0.7699115044247787,0.0,0.09734513274336283,0.0
parahippocampal-lh,0.0,0.22448979591836735,0.0,0.12244897959183673,0.0,0.6530612244897959,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.08490566037735849,0.0,0.2358490566037736,0.14150943396226415,0.0,0.5377358490566038,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
