,Fp1,FT9,T7,TP9,T8,Fp2,TP7,AF8
Fp1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
FT9,0.0,0.5,0.1111111111111111,0.0,0.0,0.0,0.3888888888888889,0.0
T7,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.0,0.35714285714285715,0.0
TP9,0.04,0.0,0.0,0.44,0.0,0.0,0.0,0.52
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.46875,0.125,0.0,0.0,0.0,0.40625,0.0
AF8,0.021739130434782608,0.0,0.0,0.2826086956521739,0.0,0.0,0.0,0.6956521739130435
