,C3,CP1,Oz,O2,AFz,POz,PO4,PO8
C3,0.14334721881891693,0.1423670668953688,0.14359225679980397,0.0,0.1431021808380299,0.1404067630482725,0.14359225679980397,0.14359225679980397
CP1,0.1424717999019127,0.14296223639038744,0.1432074546346248,0.0,0.14369789112309955,0.14124570868072583,0.1432074546346248,0.1432074546346248
Oz,0.1430317848410758,0.14254278728606357,0.143520782396088,0.0,0.1432762836185819,0.14058679706601468,0.143520782396088,0.143520782396088
O2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AFz,0.14247377409124176,0.14296169797511588,0.14320565991705295,0.0,0.1439375457428641,0.14101000243961942,0.14320565991705295,0.14320565991705295
POz,0.14222549742078114,0.14271677720461803,0.14296241709653648,0.0,0.14369933677229182,0.1424711373126996,0.14296241709653648,0.14296241709653648
PO4,0.1430317848410758,0.14254278728606357,0.143520782396088,0.0,0.1432762836185819,0.14058679706601468,0.143520782396088,0.143520782396088
PO8,0.1430317848410758,0.14254278728606357,0.143520782396088,0.0,0.1432762836185819,0.14058679706601468,0.143520782396088,0.143520782396088
