,caudalanteriorcingulate-rh,frontalpole-rh,insula-rh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,rostralmiddlefrontal-rh,transversetemporal-rh
caudalanteriorcingulate-rh,0.6363636363636364,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.782608695652174,0.0,0.0,0.13043478260869565,0.0,0.08695652173913043
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.13953488372093023,0.0,0.0,0.0,0.4418604651162791,0.20930232558139536,0.20930232558139536,0.0
parstriangularis-rh,0.0,0.0,0.19607843137254902,0.0,0.09803921568627451,0.7058823529411765,0.0,0.0
rostralmiddlefrontal-rh,0.2127659574468085,0.0,0.0,0.0,0.2765957446808511,0.0,0.5106382978723404,0.0
transversetemporal-rh,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9
