,inferiorparietal-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,superiorparietal-rh,temporalpole-lh
inferiorparietal-lh,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0
insula-rh,0.0,0.22807017543859648,0.22807017543859648,0.19298245614035087,0.17543859649122806,0.17543859649122806,0.0,0.0
isthmuscingulate-rh,0.0,0.22807017543859648,0.22807017543859648,0.19298245614035087,0.17543859649122806,0.17543859649122806,0.0,0.0
lateralorbitofrontal-lh,0.0,0.21818181818181817,0.21818181818181817,0.2,0.18181818181818182,0.18181818181818182,0.0,0.0
pericalcarine-lh,0.0,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.31746031746031744,0.15873015873015872,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.15151515151515152,0.3484848484848485,0.0,0.0
superiorparietal-rh,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
