,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2
caudalmiddlefrontal-rh,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111
postcentral-lh,0.0625,0.0,0.3125,0.0,0.0625,0.3125,0.1875,0.0625
postcentral-rh,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111
superiorfrontal-lh,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.0
superiorfrontal-rh,0.0625,0.0,0.25,0.0,0.0625,0.4375,0.125,0.0625
superiortemporal-lh,0.0,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.4444444444444444,0.0
superiortemporal-rh,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
