,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3333333333333333,0.2604166666666667,0.09375,0.07291666666666667,0.09375,0.0,0.14583333333333334,0.0
inferiorparietal-rh,0.38095238095238093,0.3968253968253968,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
postcentral-lh,0.1232876712328767,0.0,0.4520547945205479,0.136986301369863,0.2876712328767123,0.0,0.0,0.0
postcentral-rh,0.14285714285714285,0.0,0.15873015873015872,0.4603174603174603,0.15873015873015872,0.07936507936507936,0.0,0.0
superiorparietal-lh,0.15789473684210525,0.0,0.3684210526315789,0.14035087719298245,0.3333333333333333,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0
superiortemporal-lh,0.35,0.35,0.0,0.0,0.0,0.0,0.3,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
