,frontalpole-rh,insula-rh,isthmuscingulate-rh,pericalcarine-rh,posteriorcingulate-lh,posteriorcingulate-rh,precuneus-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.12962962962962962,0.12962962962962962,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.12962962962962962
insula-rh,0.12962962962962962,0.12962962962962962,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.12962962962962962
isthmuscingulate-rh,0.13043478260869565,0.13043478260869565,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.10869565217391304,0.13043478260869565
pericalcarine-rh,0.12280701754385964,0.12280701754385964,0.07017543859649122,0.14035087719298245,0.12280701754385964,0.14035087719298245,0.15789473684210525,0.12280701754385964
posteriorcingulate-lh,0.0975609756097561,0.0975609756097561,0.024390243902439025,0.12195121951219512,0.1951219512195122,0.1951219512195122,0.17073170731707318,0.0975609756097561
posteriorcingulate-rh,0.10204081632653061,0.10204081632653061,0.04081632653061224,0.12244897959183673,0.1836734693877551,0.1836734693877551,0.16326530612244897,0.10204081632653061
precuneus-lh,0.10714285714285714,0.10714285714285714,0.05357142857142857,0.125,0.16071428571428573,0.17857142857142858,0.16071428571428573,0.10714285714285714
rostralanteriorcingulate-rh,0.12962962962962962,0.12962962962962962,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.12962962962962962,0.14814814814814814,0.12962962962962962
