,lateralorbitofrontal-lh,lingual-lh,parsorbitalis-lh,pericalcarine-lh,pericalcarine-rh,precuneus-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
lateralorbitofrontal-lh,0.25806451612903225,0.0,0.25806451612903225,0.0,0.0,0.0,0.22580645161290322,0.25806451612903225
lingual-lh,0.0,0.9230769230769231,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.24,0.0,0.32,0.0,0.0,0.0,0.2,0.24
pericalcarine-lh,0.0,0.18518518518518517,0.0,0.48148148148148145,0.18518518518518517,0.14814814814814814,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.2647058823529412,0.38235294117647056,0.35294117647058826,0.0,0.0
precuneus-lh,0.0,0.0,0.0,0.22857142857142856,0.4,0.37142857142857144,0.0,0.0
rostralanteriorcingulate-lh,0.26666666666666666,0.0,0.23333333333333334,0.0,0.0,0.0,0.23333333333333334,0.26666666666666666
rostralanteriorcingulate-rh,0.25806451612903225,0.0,0.25806451612903225,0.0,0.0,0.0,0.22580645161290322,0.25806451612903225
