,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.09962049335863378,0.0013282732447817836,0.01726755218216319,0.020683111954459203,0.013092979127134724,0.009487666034155597,0.0,0.0,0.011385199240986717,0.0030360531309297912,0.02144212523719165,0.006641366223908918,0.010056925996204934,0.0013282732447817836,0.0017077798861480076,0.009867172675521821,0.0,0.0022770398481973433,0.026565464895635674,0.0,0.008918406072106262,0.02732447817836812,0.020872865275142316,0.0,0.026944971537001896,0.004174573055028463,0.03377609108159393,0.014041745730550285,0.0024667931688804553,0.0032258064516129032,0.017077798861480076,0.034345351043643266,0.00967741935483871,0.017077798861480076,0.012903225806451613,0.009487666034155597,0.040227703984819736,0.05920303605313093,0.01954459203036053,0.007020872865275142,0.04686907020872865,0.014990512333965844,0.0011385199240986717,0.020683111954459203,0.0028462998102466793,0.0222011385199241,0.0020872865275142313,0.05977229601518026,0.0007590132827324478,0.0018975332068311196,0.007020872865275142,0.018975332068311195,0.01062618595825427,0.02125237191650854,0.02049335863377609,0.02125237191650854,0.02144212523719165,0.02808349146110057,0.008918406072106262,0.02333965844402277,0.02125237191650854
Fz,0.0003720238095238095,0.057539682539682536,0.006138392857142857,0.007192460317460317,0.008618551587301588,0.01773313492063492,0.0339781746031746,0.026103670634920636,0.005022321428571429,0.025297619047619048,0.023313492063492064,0.023995535714285716,0.009362599206349206,0.024367559523809524,0.015190972222222222,0.01804315476190476,0.032614087301587304,0.019159226190476192,0.007874503968253968,0.030009920634920636,0.012896825396825396,0.01240079365079365,0.020213293650793652,0.03131200396825397,0.010602678571428572,0.026475694444444444,0.015314980158730158,0.007006448412698413,0.016741071428571428,0.009052579365079366,0.03187003968253968,0.010850694444444444,0.026909722222222224,0.006510416666666667,0.025173611111111112,0.015314980158730158,0.000992063492063492,0.0008060515873015873,0.0011160714285714285,0.02163938492063492,0.007936507936507936,0.017857142857142856,0.031374007936507936,0.018291170634920636,0.008742559523809524,0.022817460317460316,0.019097222222222224,0.007006448412698413,0.020771329365079364,0.017857142857142856,0.007626488095238095,0.017175099206349208,0.015749007936507936,0.012214781746031746,0.019903273809523808,0.019159226190476192,0.011222718253968254,0.006324404761904762,0.004588293650793651,0.004402281746031746,0.014756944444444444
F3,0.010255241567912488,0.011052871467639015,0.07440747493163172,0.03099361896080219,0.022789425706472195,0.007976298997265268,0.015496809480401094,0.012306289881494986,0.02449863263445761,0.01036918869644485,0.008773928896991795,0.008546034639927074,0.0037602552415679125,0.02871467639015497,0.0254102096627165,0.005697356426618049,0.009343664539653601,0.013217866909753875,0.010483135824977211,0.017092069279854148,0.025752051048313584,0.008546034639927074,0.02221969006381039,0.02301731996353692,0.008546034639927074,0.010483135824977211,0.016522333637192344,0.03520966271649954,0.004329990884229718,0.012306289881494986,0.009913400182315405,0.03190519598906107,0.00022789425706472196,0.01971285323609845,0.006722880583409298,0.007862351868732909,0.028144940747493165,0.027575205104831357,0.019940747493163172,0.02643573381950775,0.02666362807657247,0.017661804922515952,0.019029170464904283,0.01036918869644485,0.007178669097538742,0.01743391066545123,0.023814949863263445,0.011736554238833182,0.010938924339106655,0.004102096627164996,0.020510483135824976,0.011850501367365542,0.005583409298085688,0.010141294439380128,0.032816773017319965,0.0036463081130355514,0.010824977210574294,0.008204193254329991,0.015838650865998175,0.016978122151321787,0.018117593436645398
F7,0.013540372670807453,0.014658385093167702,0.03366459627329193,0.08236024844720496,0.04285714285714286,0.0,0.0072049689440993785,0.008819875776397515,0.05093167701863354,0.020496894409937887,0.008322981366459627,0.017267080745341615,0.011677018633540372,0.007950310559006211,0.01565217391304348,0.009440993788819876,0.00782608695652174,0.011055900621118012,0.009068322981366459,0.006956521739130435,0.00608695652173913,0.011055900621118012,0.014782608695652174,0.0168944099378882,0.011180124223602485,0.019254658385093167,0.020496894409937887,0.010683229813664596,0.008695652173913044,0.004596273291925466,0.018136645962732918,0.014285714285714285,0.003975155279503106,0.007577639751552795,0.014782608695652174,0.0,0.05031055900621118,0.0462111801242236,0.049813664596273295,0.020248447204968944,0.0453416149068323,0.010186335403726708,0.019254658385093167,0.007080745341614907,0.019006211180124223,0.01267080745341615,0.017142857142857144,0.02236024844720497,0.00968944099378882,0.0040993788819875775,0.0017391304347826088,0.00782608695652174,0.0055900621118012426,0.012049689440993789,0.015527950310559006,0.006335403726708075,0.01515527950310559,0.01453416149068323,0.0052173913043478265,0.0018633540372670807,0.018509316770186336
FT9,0.007705986959098993,0.016716064018968583,0.023117960877296978,0.04149377593360996,0.07694131594546533,0.00011855364552459988,0.015767634854771784,0.013752222880853586,0.04528749259039715,0.025133372851215176,0.020865441612329578,0.016004742145820983,0.013633669235328987,0.013633669235328987,0.013040901007705987,0.007943094250148192,0.015886188500296383,0.008061647895672793,0.011381149970361588,0.013396561944279786,0.004979253112033195,0.00972139893301719,0.013040901007705987,0.013989330171902787,0.009128630705394191,0.023117960877296978,0.006164789567279194,0.0021339656194427977,0.01778304682868998,0.012922347362181386,0.03046828689982217,0.013278008298755186,0.022525192649673977,0.0014226437462951985,0.035328986366330764,0.0,0.03805572021339656,0.03461766449318317,0.04967397747480735,0.018375815056312982,0.025607587433313574,0.007943094250148192,0.023117960877296978,0.0021339656194427977,0.015056312981624185,0.012803793716656787,0.00924718435091879,0.004623592175459395,0.008772969768820391,0.008061647895672793,0.007231772377000593,0.005690574985180794,0.01967990515708358,0.027030231179608774,0.0013040901007705986,0.021932424422050976,0.012448132780082987,0.0,0.011381149970361588,0.0024896265560165973,0.016834617664493182
FC5,0.004056136935182932,0.02320110326924637,0.0056785917092561046,0.0,0.00016224547740731728,0.07025229171736838,0.017603634298693924,0.04185933317108786,8.112273870365864e-05,0.015332197614991482,0.021091912062951246,0.02668938103350369,0.014358724750547579,0.030583272491279307,0.013953111057029285,0.027581731159243936,0.034882777642573214,0.02506692625943052,0.013466374624807334,0.023525594224061003,0.009247992212217084,0.017928125253508558,0.010302587815364648,0.02084854384684027,0.01241177902165977,0.01541332035369514,0.012979638192585382,0.005759714447959763,0.013871988318325626,0.010870446986290257,0.025391417214245152,0.01679240691165734,0.021335280279062223,0.0225521213596171,0.01070820150888294,0.06692625943051837,0.0,0.004623996106108542,0.0,0.027662853897947596,0.0,0.010464833292771964,0.032286850004056136,0.011194937941104892,0.004542873367404884,0.021091912062951246,0.020442930153321975,0.0023525594224061003,0.022389875882209784,0.01005921959925367,0.009815851383142695,0.00713880100592196,0.011032692463697574,0.02149752575646954,0.019388334550174413,0.014196479273140262,0.0037316459803682974,0.011600551634623184,0.012087288066845137,0.00016224547740731728,0.019469457288878073
FC1,0.0,0.039346856567400376,0.009710832973672853,0.004172061573874263,0.009566968781470292,0.015393468565674005,0.06085455330168321,0.026542943461372464,0.0006473888649115235,0.03244137534167746,0.020716443677168753,0.01640051791109193,0.013307437778736872,0.02438498057833405,0.016328585814990648,0.008416055243849805,0.028772838440512156,0.0076248021867357215,0.013235505682635592,0.01676017839159833,0.01287584520212919,0.022155085599194362,0.015968925334484248,0.028772838440512156,0.028916702632714716,0.030211480362537766,0.02021291900445979,0.01287584520212919,0.028700906344410877,0.021435764638181556,0.023018270752409725,0.0033808085167601784,0.033448424687095385,0.008775715724356209,0.03172205438066465,0.01294777729823047,0.0,0.00043159257660768235,0.003884333189469141,0.017479499352611134,0.0033808085167601784,0.014458351316357358,0.03366422097539922,0.015753129046180404,0.008056394763343404,0.017983024025320097,0.013954826643648397,0.004747518342684506,0.01812688821752266,0.007696734282837002,0.019781326427852106,0.007984462667242124,0.012084592145015106,0.014386419220256078,0.017479499352611134,0.019421665947345707,0.019062005466839303,0.012228456337217667,0.0069054812257229176,0.005754567688102431,0.005251043015393469
C3,0.0,0.028872657111356118,0.007373208379272326,0.004754685777287762,0.007648842337375964,0.03555678059536935,0.025358324145534728,0.06194873208379272,0.006615214994487321,0.02025909592061742,0.013781697905181918,0.029423925027563396,0.011300992282249173,0.022601984564498346,0.02198180815876516,0.023911245865490628,0.031284454244762956,0.024669239250275633,0.013161521499448731,0.02143054024255788,0.006546306504961411,0.02046582138919515,0.005581587651598677,0.03410970231532525,0.02025909592061742,0.019570011025358325,0.017296030871003308,0.007924476295479602,0.023084343991179715,0.01853638368246968,0.024669239250275633,0.009922822491730982,0.02542723263506064,0.019845644983461964,0.01977673649393605,0.03369625137816979,0.0,0.0,0.0,0.025565049614112458,0.0,0.007511025358324146,0.026529768467475193,0.013023704520396914,0.007511025358324146,0.018191841234840134,0.020948180815876516,0.0017916207276736495,0.02211962513781698,0.011576626240352812,0.019638919514884234,0.008200110253583241,0.00847574421168688,0.014608599779492833,0.014815325248070563,0.02211962513781698,0.0039966923925027565,0.012196802646085999,0.007442116868798236,0.0017916207276736495,0.01329933847850055
T7,0.00829090909090909,0.011927272727272727,0.030836363636363637,0.06050909090909091,0.055563636363636364,0.00014545454545454546,0.001309090909090909,0.014545454545454545,0.08814545454545454,0.0112,0.011490909090909092,0.016,0.015127272727272727,0.004218181818181818,0.015272727272727273,0.018763636363636364,0.010472727272727272,0.013527272727272728,0.0061090909090909095,0.008436363636363636,0.003490909090909091,0.0002909090909090909,0.015272727272727273,0.011054545454545454,0.0002909090909090909,0.02312727272727273,0.005527272727272727,0.0112,0.008727272727272728,0.004363636363636364,0.01789090909090909,0.029672727272727274,0.0017454545454545455,0.009745454545454545,0.018763636363636364,0.0,0.04378181818181818,0.04043636363636364,0.05032727272727273,0.028509090909090908,0.03461818181818182,0.012509090909090909,0.011490909090909092,0.01730909090909091,0.018036363636363635,0.026472727272727273,0.011636363636363636,0.017018181818181818,0.010618181818181818,0.0061090909090909095,0.0075636363636363635,0.014545454545454545,0.002181818181818182,0.0128,0.017745454545454547,0.015127272727272727,0.002909090909090909,0.006545454545454545,0.0064,0.0030545454545454548,0.0192
TP9,0.0011015490533562823,0.028433734939759037,0.006333907056798623,0.011635111876075731,0.014526678141135972,0.013080895008605853,0.03132530120481928,0.020516351118760757,0.005370051635111876,0.06588640275387263,0.012598967297762479,0.030292598967297763,0.012392426850258176,0.024371772805507744,0.007917383820998278,0.015008605851979346,0.029397590361445784,0.0052323580034423405,0.02767641996557659,0.011772805507745267,0.01080895008605852,0.024716006884681584,0.011359724612736662,0.019759036144578312,0.022099827882960412,0.027194492254733218,0.01865748709122203,0.002891566265060241,0.03201376936316695,0.02395869191049914,0.0329776247848537,0.0012392426850258175,0.04461273666092943,0.006540447504302926,0.03648881239242685,0.010740103270223752,0.0052323580034423405,0.0013080895008605851,0.005094664371772806,0.009569707401032702,0.0015834767641996557,0.013287435456110155,0.03628227194492255,0.011015490533562823,0.013769363166953529,0.0047504302925989676,0.026368330464716008,0.011428571428571429,0.00874354561101549,0.012943201376936317,0.006815834767641997,0.006746987951807229,0.01225473321858864,0.01776247848537005,0.010258175559380378,0.02216867469879518,0.031738382099827885,0.011290877796901893,0.00874354561101549,0.00048192771084337347,0.009432013769363166
