,T7,TP9,P7,Cz,Fp2,TP7,P5,PO7
T7,0.5833333333333334,0.0,0.22916666666666666,0.1875,0.0,0.0,0.0,0.0
TP9,0.0,0.49122807017543857,0.0,0.0,0.0,0.5087719298245614,0.0,0.0
P7,0.36666666666666664,0.0,0.3333333333333333,0.3,0.0,0.0,0.0,0.0
Cz,0.36,0.0,0.32,0.32,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.4461538461538462,0.0,0.0,0.0,0.5538461538461539,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
