,T7,TP9,P7,Cz,Fp2,TP7,P5,PO7
T7,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0
TP9,0.0,0.33766233766233766,0.0,0.0,0.0,0.3246753246753247,0.0,0.33766233766233766
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.33783783783783783,0.0,0.0,0.0,0.32432432432432434,0.0,0.33783783783783783
P5,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0
PO7,0.0,0.3333333333333333,0.0,0.0,0.0,0.30864197530864196,0.0,0.35802469135802467
