,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2
Fz,0.1350197162466224,0.04577459888106256,0.052097230014187305,0.055796139239477544,0.02170598257255278,0.035076566216140914,0.00848188614146061,0.014043168066467986,0.0015804208434931817,0.0,0.0,0.0,0.008082723742436557,0.0004967036936692857,0.03305455452281833,0.0,0.007676329811252596,0.0038833197868689607,0.057574836490773475,0.008353653029892532,0.0,0.0015352659622505193,0.0,0.0,0.0,0.0,0.010295312923327011,0.04084809487687103,0.0,0.0,0.0,0.0,0.0,0.010114693398356363,0.041567729699297576,0.0,0.0100695385171137,0.0020126509488211618,0.0,0.06881555864274035,0.00036123904994129867,0.011156098944393646,0.0,0.007902104217465908,0.0,0.0034317709744423374,0.04452045386290272,0.014043168066467986,0.05643115085433087,0.0318364373354372,0.0,0.0,0.028596308454733488,0.010925819436457734,0.009625454930884469,0.011803080887166962,0.05195157371382461,0.0,0.0,0.043458665003596034
F3,0.08073729242828204,0.17247618838884887,0.014836360430647125,0.01816902049932012,0.06265357746740974,0.02968184619109956,0.007069278933548778,0.0,0.02290555552522832,0.0,0.0,0.004948495253484145,0.008685114118359927,0.0,0.04944331821760473,0.0019188042819632397,0.003938598262977176,0.0,0.0156334416939089,0.012219753585134316,0.0,0.0,0.0,0.012825691779438497,0.0,0.013513513513513514,0.005857402544940416,0.014836360430647125,0.017572207634821247,0.0,0.0,0.0,0.0,0.0,0.0073688260320238785,0.0,0.0,0.0,0.015736712725410922,0.0833621691039309,0.0,0.0,0.004140007327965738,0.03855895887808633,0.0,0.0,0.013927453139190856,0.036242184297605035,0.0864820134453587,0.0593237690643009,0.0,0.013513513513513514,0.03782893249366177,0.00645421540943929,0.0,0.012505042355788625,0.014028442838241551,0.0,0.0,0.000605938194304181
F7,0.04510067091470697,0.0072940110571897395,0.1482744536668843,0.05248176267829541,0.0,0.02036916975943627,0.000933786078098472,0.010005610619276784,0.0,0.0,0.0,0.004244482173174873,0.0012684756232075889,0.0376563379585361,0.0044558916558705315,0.0002757555702625193,0.0029230090447827047,0.0465389445518752,0.03992620425126136,0.031697339675056,0.0,0.01873626606170857,0.0,0.0,0.003310696095076401,0.0,0.0,0.03346269968167788,0.0,0.0,0.0,0.0,0.0,0.059332935571138945,0.11711675219302928,0.015038969084289255,0.0018199867637326275,0.0032382412019459636,0.0,0.012385217329098027,0.00044120891242003087,0.009086431627412931,0.0,0.0,0.0,0.005294506949040371,0.03820408496530068,0.0033642179572027356,0.0,0.003970880211780278,0.0005942275042444821,0.0,0.004853298036620339,0.006196943972835314,0.034332701483218514,0.0018751378777851313,0.08783527476491018,0.0,0.0,0.08606341647761725
FT9,0.06652363900929606,0.011076681232404604,0.06673905706935016,0.1740426716222317,0.0,0.02860173298679441,0.004415011037527594,0.02941395184394645,0.0,0.0,0.0,0.001986754966887417,0.010125744540039708,0.011037527593818985,0.01085373924553276,0.02387736437574052,0.007081403044341496,0.029863780400681973,0.0302085661733016,0.04566724082263548,0.0,0.004525386313465784,0.0,0.0,0.0,0.00814030443414957,0.010324288550628722,0.024497175240290846,0.0,0.0,0.009271523178807948,0.0,0.0,0.03456024473946029,0.05652141835516733,0.016556291390728478,0.010390469887491727,0.0,0.0,0.03547319655857048,0.0,0.006551952349437459,0.0,0.0017868960953011251,0.0,0.0,0.023261936381181125,0.01244209133024487,0.011647915287888815,0.005228325612177366,0.0,0.0,0.009133024487094639,0.008388520971302429,0.01984271340559225,0.015582052439578484,0.06978054969955426,0.0,0.0,0.054578857327355096
FC5,0.05871102530029747,0.12465107048666943,0.0,0.0,0.1473692895504334,0.02530211480362538,0.03392430846532077,0.0,0.017564966313763235,0.0,0.0,0.0,0.020692974013474495,0.0,0.04331087584215592,0.0,0.0,0.0,0.01010587102983638,0.02001510574018127,0.0,0.0,0.0,0.0411631419939577,0.0,0.016121270452358036,0.0,0.0,0.05141258297979989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07581838509605739,0.0,0.0,0.0,0.012512030798845043,0.0,0.0,0.0,0.0411631419939577,0.11083164441756395,0.07640320549912913,0.0,0.0178055822906641,0.0402032223640556,0.0,0.0,0.014918190567853706,0.0,0.0,0.0,0.0
FC1,0.06395830371949775,0.03435583984837716,0.04985643212508884,0.05504098554844823,0.007699597251836058,0.2208253968253968,0.01937550343520493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008884150675195452,0.0018952854773750297,0.0,0.021343283582089555,0.011608623548922056,0.0,0.0,0.0,0.01812366737739872,0.0,0.0,0.0183681592039801,0.05267093105899076,0.024345889599620942,0.010444444444444444,0.0,0.0,0.0,0.0,0.032704098554844824,0.0,0.0,0.003111111111111111,0.0,0.02663160388533523,0.020848140251125327,0.0,0.01101634683724236,0.0,0.0006666666666666666,0.0024875621890547263,0.04944325989102108,0.018553423359393507,0.005922767116796968,0.008173418621179816,0.03500971333807155,0.0,0.03713385453683961,0.054882255389718075,0.0,0.006278133143804786,0.04450841032930585,0.0,0.0,0.023832741056621656
C3,0.04685099846390169,0.05853658536585366,0.009984639016897081,0.03225806451612903,0.07737439586377431,0.08465774980330448,0.23323592222097336,0.0,0.0,0.0,0.0,0.0,0.06682027649769585,0.0,0.039938556067588324,0.0,0.0,0.0,0.0,0.01951219512195122,0.0,0.0,0.0,0.08048780487804878,0.0,0.0,0.0,0.017665130568356373,0.0713686261286576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.019201228878648235,0.08048780487804878,0.04034318684200667,0.0,0.0,0.0,0.0,0.01152073732718894,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.03098844161020327,0.0,0.027261302650418734,0.06096686785095194,0.0,0.0,0.0,0.22065514446204398,0.0,0.0026903148664806694,0.0,0.0,0.011928429423459244,0.050033134526176276,0.014778474100263572,0.0,0.0,0.016640095655639696,0.023216420884814667,0.10084609917220472,0.0,0.021206096752816435,0.0,0.0,0.01756129887342611,0.0,0.004085292945396573,0.0,0.0,0.0,0.028495692511597084,0.0026903148664806694,0.00019928258270227183,0.04352574601547088,0.02857565646376821,0.027750000594282054,0.02022718214428059,0.0,0.0,0.027500996412913512,0.0,0.026154221211854685,0.0,0.0,0.0,0.0,0.008070944599442008,0.0,0.012953367875647668,0.0,0.0,0.0,0.010063770426464728,0.010858523629050727,0.008868074930251097,0.06917528969929593,0.028796333200478277,0.0,0.01315265045834994,0.03008453860337378
TP9,0.0042509191176470585,0.021263610721165203,0.0,0.0,0.011584800741427247,0.0,0.0,0.0,0.25479172061549366,0.0,0.0,0.022518382352941176,0.004788384306456596,0.0,0.0320530921763979,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0,0.023488680400334368,0.0,0.0,0.13019864384006616,0.0,0.0,0.001235712079085573,0.0765844060631667,0.0,0.03987968275818205,0.02842002909829363,0.0,0.0,0.0,0.0,0.0,0.010869872305965946,0.008501838235294117,0.0,0.0,0.03584321022778898,0.1050709483863054,0.008761041053353687,0.0,0.008501838235294117,0.0,0.06163476019462465,0.0,0.03148371909584038,0.02203727949126824,0.0,0.0,0.0,0.008042279411764705,0.0,0.044288899091842485,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036129437637448946,0.0,0.2517602652044982,0.06813274632661462,0.0,0.0,0.0,0.0,0.012449334105385061,0.012449334105385061,0.0,0.0,0.0052113491603937466,0.08522357755745319,0.055000863191669844,0.0,0.0,0.03314437712944109,0.0,0.019949732956330506,0.0,0.0,0.006440464970153943,0.006658946149392009,0.04028085291705119,0.03581526861451461,0.0,0.0,0.05625080838945898,0.0,0.03501392840257149,0.0,0.0,0.0,0.038014451775054976,0.0,0.0,0.09656504290217227,0.017759281766317553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052637864625714084,0.0,0.0,0.0,0.02623311341501728,0.041395452571665374,0.0
