,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.39759036144578314,0.0963855421686747,0.20481927710843373,0.0,0.0,0.08433734939759036,0.0,0.21686746987951808
parstriangularis-rh,0.06557377049180328,0.32786885245901637,0.20491803278688525,0.0,0.11475409836065574,0.19672131147540983,0.0,0.09016393442622951
precentral-lh,0.1595744680851064,0.24468085106382978,0.3404255319148936,0.0,0.0,0.07446808510638298,0.0,0.18085106382978725
precentral-rh,0.0,0.0,0.0,0.6363636363636364,0.0,0.09090909090909091,0.2727272727272727,0.0
superiorparietal-rh,0.0,0.1875,0.0,0.0125,0.4125,0.2,0.1875,0.0
superiortemporal-lh,0.08695652173913043,0.2826086956521739,0.09782608695652174,0.021739130434782608,0.16304347826086957,0.32608695652173914,0.021739130434782608,0.0
superiortemporal-rh,0.0,0.0,0.0,0.18181818181818182,0.3181818181818182,0.045454545454545456,0.45454545454545453,0.0
supramarginal-lh,0.21428571428571427,0.13095238095238096,0.20238095238095238,0.0,0.0,0.0,0.0,0.4523809523809524
