,Fp1,TP9,TP10,FT10,Fp2,PO4,PO8,AF8
Fp1,0.23529411764705882,0.0,0.29411764705882354,0.0,0.17647058823529413,0.0,0.29411764705882354,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.11428571428571428,0.0,0.37142857142857144,0.0,0.08571428571428572,0.0,0.42857142857142855,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.26666666666666666,0.0,0.26666666666666666,0.0,0.2,0.0,0.26666666666666666,0.0
PO4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO8,0.10526315789473684,0.0,0.3684210526315789,0.0,0.07894736842105263,0.0,0.4473684210526316,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
