,frontalpole-lh,frontalpole-rh,fusiform-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.8956521739130435,0.017391304347826087,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0
frontalpole-rh,0.0,0.39487179487179486,0.0,0.26153846153846155,0.17435897435897435,0.0,0.16923076923076924,0.0
fusiform-rh,0.046511627906976744,0.0,0.6395348837209303,0.0,0.0,0.0,0.11627906976744186,0.19767441860465115
lateralorbitofrontal-rh,0.0,0.3273809523809524,0.0,0.35119047619047616,0.13690476190476192,0.0,0.18452380952380953,0.0
medialorbitofrontal-rh,0.06040268456375839,0.18120805369127516,0.013422818791946308,0.10067114093959731,0.44966442953020136,0.0,0.12751677852348994,0.06711409395973154
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.0,0.1588235294117647,0.03529411764705882,0.1411764705882353,0.14705882352941177,0.0,0.49411764705882355,0.023529411764705882
transversetemporal-rh,0.0,0.0,0.09734513274336283,0.0,0.05309734513274336,0.0,0.017699115044247787,0.831858407079646
