,frontalpole-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.2636363636363636,0.05101010101010101,0.03838383838383838,0.10101010101010101,0.07121212121212121,0.09494949494949495,0.21313131313131314,0.16666666666666666
insula-lh,0.06366559485530547,0.3807073954983923,0.08681672025723473,0.1832797427652733,0.0,0.12733118971061094,0.12733118971061094,0.030868167202572346
isthmuscingulate-rh,0.044021415823914334,0.07911957168352171,0.4134443783462225,0.1522903033908388,0.044021415823914334,0.2082093991671624,0.045211183819155266,0.013682331945270671
lateralorbitofrontal-lh,0.09818360333824251,0.13794796269023074,0.1251840942562592,0.33775159548355427,0.04025527736867943,0.07609229258713794,0.10456553755522828,0.08001963672066764
medialorbitofrontal-rh,0.12839737582005623,0.0,0.07122774133083412,0.07685098406747891,0.507029053420806,0.08153701968134958,0.06841611996251172,0.06654170571696345
parahippocampal-rh,0.09601634320735444,0.10112359550561797,0.18283963227783454,0.0822267620020429,0.045454545454545456,0.31307456588355465,0.09959141981613892,0.07967313585291114
rostralanteriorcingulate-lh,0.1845212068211631,0.08919982509838216,0.03323130738959335,0.09313511149978138,0.03279405334499344,0.08439003060778312,0.33668561434193267,0.14604285089637078
rostralanteriorcingulate-rh,0.2025164769322948,0.029958058717795086,0.014979029358897543,0.09886159376872379,0.04373876572798083,0.09346914319952067,0.20371479928100658,0.3127621330137807
