,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.15517241379310345,0.13488843813387424,0.1105476673427992,0.08113590263691683,0.10953346855983773,0.10953346855983773,0.1511156186612576,0.14807302231237324
frontalpole-rh,0.08400746733042937,0.15619166148102054,0.12507778469197262,0.09334163036714374,0.12507778469197262,0.12258867454884878,0.14436838830118232,0.14934660858742999
fusiform-lh,0.06449738524113888,0.11911679256246369,0.15746658919233003,0.12783265543288785,0.15746658919233003,0.15514235909355026,0.10575246949447996,0.11272515979081929
isthmuscingulate-rh,0.05790960451977401,0.10875706214689265,0.15819209039548024,0.163135593220339,0.15889830508474576,0.1596045197740113,0.0925141242937853,0.10098870056497175
lingual-lh,0.06384213580963435,0.11897852582704585,0.15728380731282646,0.1282646546720836,0.1578641903656413,0.1555426581543819,0.10562971561230412,0.11259431224608242
parahippocampal-lh,0.06436512580456408,0.11761263897015799,0.15740198946752487,0.1299005266237566,0.15798712697483908,0.15740198946752487,0.10415447630193095,0.11117612638970158
rostralanteriorcingulate-lh,0.09901639344262295,0.14950819672131146,0.11672131147540983,0.08327868852459017,0.11672131147540983,0.11409836065573771,0.16459016393442624,0.1560655737704918
rostralanteriorcingulate-rh,0.09349336702463676,0.15034744156664562,0.12002526847757422,0.08780795957043588,0.12002526847757422,0.11749842072015161,0.1528742893240682,0.15792798483891346
