,Fp1,FT9,Cz,F4,Fp2,PO4,AF8,AF4
Fp1,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.38461538461538464,0.0
FT9,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.38461538461538464,0.0
Cz,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.1875,0.5625,0.0,0.25,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.08695652173913043,0.2608695652173913,0.0,0.6521739130434783,0.0,0.0
AF8,0.08,0.08,0.0,0.0,0.0,0.0,0.84,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
